@relation MyRelation

@attribute convexity numeric
@attribute circularity numeric
@attribute stdDevR numeric
@attribute relativeX numeric
@attribute relativeY numeric
@attribute relativeArea numeric
@attribute bloodStatus {blood,notBlood}

@data
1,0.817929,0.881396,0.451117,0.993382,0.000004,notBlood
0.975207,0.936405,3.297421,0.462531,0.286565,0.000358,notBlood
1,0.775702,0.4,0.451613,0.988749,0.000002,notBlood
1,0.628319,1.16619,0.454094,0.993382,0.000002,notBlood
1,0.502655,4.085506,0.456576,0.890139,0.000003,notBlood
0.947368,0.643983,1.756757,0.461042,0.63137,0.000024,notBlood
1,0.519272,0.748331,0.46402,0.915288,0.000002,notBlood
0.933333,0.404916,4.189336,0.478412,0.667108,0.00001,notBlood
0.948905,0.11382,12.397678,0.498263,0.894772,0.000056,notBlood
1,0.785398,2.108185,0.489826,0.925877,0.000003,notBlood
0.944444,0.581776,1.203698,0.490819,0.91595,0.000005,notBlood
0.964286,0.737313,5.795181,0.492804,0.677035,0.000015,notBlood
1,0.785398,1.836054,0.4933,0.910655,0.000005,notBlood
1,0.558505,0.781025,0.4933,0.913302,0.000003,notBlood
0.862069,0.508034,2.476184,0.495285,0.917935,0.000011,notBlood
0.85,0.369137,1.662572,0.498759,0.909993,0.000015,notBlood
1,0.781908,6.989788,0.499752,0.223693,0.000005,notBlood
1,0.775702,1.720465,0.502233,0.657842,0.000002,notBlood
1,0.582745,5.063697,0.509677,0.686962,0.000013,notBlood
1,0.753982,3.543382,0.510174,0.90867,0.000002,notBlood
1,0.930842,0.897527,0.509677,0.995367,0.000002,notBlood
0.820513,0.446143,1.682334,0.512159,0.910655,0.000018,notBlood
1,0.981748,1.356466,0.511663,0.915288,0.000002,notBlood
0.925926,0.499897,2.068966,0.516129,0.919921,0.00001,notBlood
0.93865,0.137635,11.758556,0.533499,0.904699,0.000095,notBlood
0.768116,0.256026,3.69685,0.522581,0.911979,0.000032,notBlood
1,0.614356,0,0.520099,0.502316,0.000004,notBlood
0.741935,0.261527,2.256103,0.521588,0.994044,0.000007,notBlood
1,0.698132,0.968246,0.521092,0.919921,0.000003,notBlood
1,0.670206,3.067527,0.523077,0.699537,0.000004,notBlood
1,0.72698,1.484615,0.524069,0.702184,0.000002,notBlood
0.72,0.292657,1.986523,0.52804,0.996029,0.000043,notBlood
1,0.785398,1.825742,0.530521,0.667108,0.000003,notBlood
1,0.773138,2.457298,0.533499,0.626737,0.000022,notBlood
1,0.753982,0.5,0.530521,0.664461,0.000002,notBlood
0.894737,0.452529,5.131409,0.533995,0.898743,0.000004,notBlood
0.875,0.501782,2.132652,0.533499,0.993382,0.000008,notBlood
1,0.753982,0.471405,0.534988,0.996691,0.000002,notBlood
1,0.753982,5.2095,0.535484,0.230311,0.000002,notBlood
1,0.753982,6.517072,0.535484,0.232958,0.000002,notBlood
1,0.336599,8.86175,0.539454,0.899404,0.000007,notBlood
0.770642,0.107355,56.207587,0.59206,0.909332,0.000533,notBlood
1,0.775702,1.095445,0.55335,0.403706,0.000002,notBlood
1,0.436332,2.227106,0.572705,0.904037,0.000002,notBlood
1,0.628319,6.74092,0.575682,0.904037,0.000002,notBlood
0.987179,0.477126,2.601497,0.588089,0.921244,0.000076,notBlood
1,0.576268,0.976306,0.593052,0.500993,0.00001,notBlood
0.923077,0.669215,0.31427,0.59206,0.494375,0.000003,notBlood
1,0.775702,0,0.593548,0.495036,0.000002,notBlood
0.931624,0.271725,4.484857,0.6134,0.927201,0.000097,notBlood
0.785714,0.35619,2.038038,0.618362,0.219722,0.000016,notBlood
1,0.502655,2,0.621836,0.221046,0.000003,notBlood
1,0.669215,1.227262,0.62531,0.213766,0.000003,notBlood
1,0.830834,2.57087,0.627792,0.215751,0.000003,notBlood
1,0.740874,3.374986,0.630273,0.22634,0.000009,notBlood
1,0.775702,0.632456,0.628784,0.508273,0.000002,notBlood
0.511765,0.150449,62.069602,0.637221,0.231635,0.000114,notBlood
0.940476,0.445237,3.219841,0.657072,0.572469,0.000082,notBlood
0.933333,0.446804,3.838411,0.651117,0.23362,0.00001,notBlood
0.663366,0.229129,44.746577,0.657568,0.248842,0.000061,notBlood
1,0.628319,12.441865,0.654591,0.242886,0.000002,notBlood
1,0.782681,2.666667,0.66402,0.257445,0.000006,notBlood
0.710744,0.208567,51.555124,0.673449,0.266711,0.00008,notBlood
1,0.610865,0.699854,0.66799,0.578425,0.000002,notBlood
1,0.826163,2.601938,0.670471,0.579749,0.000006,notBlood
1,0.753982,2.967416,0.67196,0.25546,0.000002,notBlood
1,0.872665,5.064583,0.676923,0.262078,0.000003,notBlood
1,0.743572,14.918445,0.68139,0.274653,0.000003,notBlood
1,0.775702,0,0.68139,0.538716,0.000002,notBlood
0.746479,0.229341,40.497316,0.68536,0.28458,0.00003,notBlood
0.9375,0.589049,5.722155,0.688834,0.278623,0.000004,notBlood
1,0.775702,8,0.688834,0.287227,0.000002,notBlood
1,0.455353,4.029795,0.691811,0.297816,0.000022,notBlood
0.891892,0.431424,4.721487,0.692308,0.285242,0.000015,notBlood
1,0.753982,4.86484,0.693797,0.293845,0.000002,notBlood
1,0.830834,7.347406,0.694789,0.296492,0.000003,notBlood
1,0.775702,4.270831,0.694789,0.303111,0.000002,notBlood
1,0.610865,5.329931,0.696774,0.29186,0.000002,notBlood
1,0.722566,6.968468,0.69727,0.301125,0.000008,notBlood
0.927536,0.382719,6.767039,0.700248,0.313038,0.000048,notBlood
1,0.775702,5.455273,0.698263,0.294507,0.000002,notBlood
0.960784,0.289882,10.040736,0.70273,0.303772,0.00002,notBlood
1,0.628319,4.427189,0.707692,0.322303,0.000002,notBlood
1,0.775702,7.194442,0.708685,0.315023,0.000002,notBlood
0.846154,0.594858,11.648498,0.711663,0.321641,0.000003,notBlood
1,0.775702,10.533755,0.712655,0.32495,0.000002,notBlood
1,0.785398,13.665079,0.714144,0.328921,0.000005,notBlood
1,0.628319,5.491812,0.71464,0.335539,0.000002,notBlood
1,0.628319,4.498889,0.719603,0.342819,0.000002,notBlood
1,0.670206,4.431579,0.722581,0.360026,0.000004,notBlood
0.979592,0.251223,8.705816,0.725558,0.371939,0.000016,notBlood
1,0.614356,5.961308,0.725062,0.359365,0.000004,notBlood
1,0.698132,4.175823,0.727047,0.346128,0.000003,notBlood
1,0.753982,3.399346,0.726551,0.356056,0.000002,notBlood
0.96875,0.490874,12.93358,0.729529,0.35407,0.000013,notBlood
1,0.594858,5.655473,0.728536,0.362674,0.000003,notBlood
1,0.698132,11.357129,0.728536,0.371277,0.000003,notBlood
0.99,0.143257,10.631825,0.732506,0.389146,0.000037,notBlood
1,0.343612,2.9277,0.730025,0.343481,0.000002,notBlood
0.903226,0.169993,13.93667,0.732506,0.377234,0.000017,notBlood
1,0.594858,2.287876,0.731514,0.350761,0.000003,notBlood
0.554202,0.059025,38.015645,0.745906,0.42687,0.001039,notBlood
1,0.775702,0.4,0.731017,0.487756,0.000002,notBlood
1,0.623126,1.067187,0.731017,0.495036,0.000002,notBlood
0.869565,0.522609,3.225992,0.732506,0.402383,0.000007,notBlood
1,0.775702,10.628264,0.733499,0.352085,0.000002,notBlood
0.846154,0.446143,4.219663,0.733499,0.417604,0.000002,notBlood
0.979592,0.54955,14.796071,0.736973,0.547981,0.000034,notBlood
0.941176,0.565269,10.146268,0.734988,0.39047,0.000004,notBlood
0.785714,0.512913,4.092676,0.734988,0.428855,0.000003,notBlood
1,0.100675,10.152642,0.737965,0.430841,0.000062,notBlood
1,0.27884,9.879271,0.736973,0.39775,0.000005,notBlood
1,0.628319,8.163333,0.737469,0.403044,0.000002,notBlood
1,0.623126,8.386497,0.738958,0.414295,0.000002,notBlood
1,0.775702,2.280351,0.73995,0.467902,0.000002,notBlood
0.642857,0.205366,22.885209,0.743921,0.517538,0.000067,notBlood
1,0.446143,6.361778,0.75732,0.371277,0.000002,notBlood
1,0.614356,3.384456,0.759801,0.541363,0.000004,notBlood
1,0.337526,7.184797,0.762779,0.399735,0.000004,notBlood
1,0.775702,1.939072,0.766749,0.487095,0.000002,notBlood
1,0.591768,3.399573,0.767246,0.446724,0.000006,notBlood
1,0.519272,3.929377,0.767246,0.477829,0.000002,notBlood
1,0.830834,1.452369,0.942928,0.391794,0.000003,notBlood
1,0.775702,0.4,0.943424,0.389146,0.000002,notBlood
1,0.753982,0.5,0.945906,0.379219,0.000002,notBlood
0.698221,0.356125,19.037229,0.51067,0.433488,0.018353,notBlood
0.944444,0.91145,6.382498,0.519603,0.27002,0.000493,notBlood
1,0.753982,2.134375,0.547395,0.999338,0.000002,notBlood
1,0.464733,1.788854,0.575186,0.593647,0.000008,notBlood
0.304095,0.044805,14.078344,0.635236,0.391794,0.023361,notBlood
1,0.775702,0.489898,0.588089,0.309729,0.000002,notBlood
0.9,0.565487,0.803157,0.59206,0.463269,0.000006,notBlood
1,0.830834,0.866025,0.591563,0.324289,0.000003,notBlood
1,0.628319,0.632456,0.59206,0.444739,0.000002,notBlood
1,0.565269,0.890449,0.594045,0.465917,0.000004,notBlood
0.884615,0.408965,1.592856,0.59603,0.344805,0.000007,notBlood
1,0.623126,0.57735,0.595533,0.463269,0.000002,notBlood
1,0.775702,0.748331,0.595037,0.467902,0.000002,notBlood
1,0.743572,0.663325,0.597022,0.349437,0.000003,notBlood
0.736842,0.348099,0.734847,0.600496,0.365321,0.000013,notBlood
1,0.930842,0.471405,0.600496,0.36135,0.000002,notBlood
1,0.669215,2.416507,0.601489,0.411648,0.000012,notBlood
1,0.698132,4.358899,0.600993,0.404368,0.000003,notBlood
1,0.698132,1.690969,0.602481,0.369292,0.000003,notBlood
0.916667,0.523599,0.957427,0.602481,0.467902,0.000002,notBlood
1,0.72698,0.728431,0.60397,0.553938,0.000002,notBlood
1,0.961712,0.95219,0.604963,0.467902,0.000005,notBlood
1,0.652234,2.19089,0.609926,0.569159,0.000005,notBlood
1,0.775702,1.16619,0.611414,0.426208,0.000002,notBlood
1,0.785398,0.816497,0.611911,0.365321,0.000003,notBlood
0.53617,0.169979,3.278314,0.623821,0.358703,0.000245,notBlood
1,0.830834,2.997395,0.614888,0.351423,0.000003,notBlood
0.869565,0.380079,1.346291,0.615385,0.429517,0.000005,notBlood
1,0.892287,0.866025,0.614888,0.466578,0.000004,notBlood
1,0.72698,1.049781,0.615385,0.373925,0.000002,notBlood
1,0.775702,0.8,0.615385,0.409001,0.000002,notBlood
1,0.539961,2.934548,0.616377,0.576439,0.000004,notBlood
0.954545,0.441381,1.032349,0.616873,0.470549,0.000006,notBlood
1,0.628319,1.854724,0.616873,0.422899,0.000002,notBlood
1,0.785398,0.41574,0.617866,0.392455,0.000003,notBlood
1,0.785398,0.471405,0.617866,0.395103,0.000003,notBlood
0.8,0.267035,5.65104,0.619851,0.574454,0.000011,notBlood
1,0.775702,0,0.617866,0.373925,0.000002,notBlood
0.961538,0.446143,1.38381,0.619355,0.469226,0.000008,notBlood
1,0.785398,1.196703,0.619851,0.391794,0.000003,notBlood
1,0.72698,0.832993,0.62134,0.315023,0.000002,notBlood
1,0.541408,1.2388,0.622333,0.389146,0.000006,notBlood
1,0.785398,0.816497,0.621836,0.393117,0.000003,notBlood
1,0.670206,0.5,0.62531,0.379881,0.000004,notBlood
1,0.753982,1.34371,0.624814,0.392455,0.000002,notBlood
0.944444,0.581776,2.388863,0.626799,0.371939,0.000005,notBlood
0.961538,0.576268,3.100468,0.628784,0.383852,0.00001,notBlood
1,0.628319,4.223742,0.627792,0.423561,0.000002,notBlood
0.851852,0.482659,5.153758,0.628784,0.426208,0.000009,notBlood
0.884615,0.464733,2.292946,0.628784,0.46724,0.000008,notBlood
1,0.753982,2.793842,0.627792,0.542025,0.000002,notBlood
1,0.638136,0.835598,0.628784,0.394441,0.000004,notBlood
0.84375,0.269981,4.13936,0.631266,0.393117,0.000007,notBlood
0.961538,0.576268,15.794795,0.632754,0.678359,0.00001,notBlood
1,0.775702,2.059126,0.630769,0.388484,0.000002,notBlood
1,0.775702,3.577709,0.631266,0.424222,0.000002,notBlood
1,0.628319,0.489898,0.631762,0.434811,0.000002,notBlood
1,0.830834,1.47902,0.632258,0.341496,0.000003,notBlood
1,0.545415,0.899778,0.633747,0.358041,0.000008,notBlood
0.808511,0.52905,1.238848,0.636228,0.401721,0.000031,notBlood
0.618421,0.202332,2.213905,0.639702,0.924553,0.000031,notBlood
1,0.739198,1.913348,0.63871,0.466578,0.000006,notBlood
0.875,0.404971,1.907407,0.642184,0.401721,0.000011,notBlood
1,0.743572,1.2,0.641687,0.405692,0.000003,notBlood
0.322464,0.055263,3.12707,0.663027,0.947055,0.00044,notBlood
0.772727,0.324545,2.894408,0.646154,0.925877,0.000016,notBlood
1,0.641141,0.4,0.643672,0.357379,0.000003,notBlood
1,0.775702,5.477226,0.645161,0.366645,0.000002,notBlood
1,0.620562,0.968246,0.645658,0.406353,0.000005,notBlood
1,0.775702,0.8,0.64665,0.358041,0.000002,notBlood
0.909091,0.519272,0.748331,0.647146,0.402383,0.000002,notBlood
1,0.523599,0.745356,0.647146,0.409662,0.000002,notBlood
1,0.675053,1.420476,0.649132,0.572469,0.000009,notBlood
1,0.775702,5.035871,0.648139,0.414295,0.000002,notBlood
0.758621,0.407174,22.236363,0.654591,0.663799,0.000036,notBlood
1,0.775702,0,0.651117,0.387823,0.000002,notBlood
1,0.775702,0.632456,0.653598,0.389146,0.000002,notBlood
1,0.705255,7.664451,0.662531,0.658504,0.000004,notBlood
0.662243,0.127737,54.89688,0.731017,0.443415,0.015921,notBlood
1,0.775702,1.356466,0.671464,0.943084,0.000002,notBlood
0.933333,0.502655,1.227262,0.675434,0.951026,0.000003,notBlood
0.848485,0.334642,1.683663,0.677419,0.966248,0.00001,notBlood
1,0.775702,1.095445,0.675434,0.948379,0.000002,notBlood
1,0.872665,4.841487,0.677916,0.188617,0.000003,notBlood
1,0.753982,1.067187,0.679901,0.195235,0.000002,notBlood
1,0.610865,0.728431,0.680893,0.965586,0.000002,notBlood
0.8125,0.319068,7.205459,0.682382,0.194573,0.000009,notBlood
1,0.623126,1.972027,0.681886,0.961615,0.000002,notBlood
0.961538,0.483322,2.352136,0.683375,0.213104,0.000009,notBlood
1,0.930842,4.462809,0.71861,0.600927,0.000002,notBlood
1,0.753982,0.942809,0.719603,0.321641,0.000002,notBlood
1,0.610865,1.049781,0.720596,0.328259,0.000002,notBlood
1,0.775702,4.758151,0.747395,0.946393,0.000002,notBlood
1,0.628319,2.244994,0.757816,0.520847,0.000002,notBlood
1,0.775702,9.6,0.766749,0.470549,0.000002,notBlood
1,0.519272,2.57682,0.767742,0.476506,0.000002,notBlood
0.851351,0.706801,17.798151,0.057935,0.524752,0.000284,blood
0.853047,0.811056,52.161301,0.146096,0.543454,0.004632,blood
0.854489,0.814961,51.840382,0.297229,0.847085,0.006238,blood
0.888889,0.771392,25.618712,0.284635,0.49505,0.000165,blood
0.708333,0.529901,52.586685,0.330814,0.49945,0.005038,blood
1,0.628319,10.703271,0.337531,0.547855,0.000005,blood
0.974359,0.917072,26.049347,0.351805,0.106711,0.000102,blood
0.734513,0.595946,38.807413,0.518892,0.20242,0.005024,blood
0.93007,1,62.846433,0.519731,0.660066,0.006016,blood
0.74183,0.623246,53.65899,0.530647,0.467547,0.004281,blood
0.804598,0.71297,57.236303,0.604534,0.39604,0.006334,blood
0.9375,0.878119,25.466969,0.653233,0.517052,0.000148,blood
0.967213,1,60.338573,0.740554,0.708471,0.004657,blood
0.921875,0.880505,21.152097,0.739715,0.610561,0.000265,blood
0.958333,0.979324,21.675105,0.746432,0.194719,0.000372,blood
0.977941,1,49.077661,0.802687,0.187019,0.005944,blood
0.982578,1,50.608914,0.835432,0.566557,0.006728,blood
0.948097,1,41.883093,0.915197,0.316832,0.00618,blood
0.94198,0.284265,15.290648,0.117794,0.041353,0.018184,blood
1,0.810178,25.102272,0.007519,0.139098,0.00044,blood
1,0.785398,11.837441,0.032581,0.266917,0.00015,blood
1,0.775702,20.751867,0.152882,0.285714,0.000047,blood
1,0.614356,18.951003,0.24812,0.116541,0.000103,blood
1,0.542991,34.627537,0.250627,0.169173,0.000131,blood
0.9,0.471239,16.489188,0.265664,0.154135,0.00014,blood
1,0.72698,22.538855,0.273183,0.263158,0.000066,blood
1,0.665139,23.86174,0.310777,0.597744,0.000262,blood
0.84,0.542867,17.755387,0.310777,0.447368,0.000253,blood
1,0.775702,10.06777,0.313283,0.278195,0.000047,blood
1,0.753982,28.05154,0.340852,0.590226,0.000056,blood
1,0.775702,14.797297,0.343358,0.353383,0.000047,blood
1,0.652234,22.803119,0.350877,0.578947,0.00014,blood
0.959184,0.26169,22.070079,0.370927,0.233083,0.000468,blood
0.888889,0.55161,17.099862,0.35589,0.417293,0.0003,blood
0.793103,0.295108,21.894388,0.378446,0.37218,0.00074,blood
1,0.775702,13.484806,0.365915,0.770677,0.000047,blood
1,0.58308,6.186749,0.37594,0.003759,0.000272,blood
1,0.817929,14.296159,0.370927,0.582707,0.000103,blood
1,0.72698,19.018788,0.37594,0.515038,0.000066,blood
1,0.669215,20.805982,0.378446,0.270677,0.000084,blood
1,0.833484,7.926437,0.383459,0.101504,0.000122,blood
1,0.72698,7.042419,0.385965,0.165414,0.000262,blood
1,0.623126,6.396614,0.383459,0.575188,0.000056,blood
1,0.816814,22.285168,0.390977,0.774436,0.000243,blood
1,0.775702,5.549775,0.390977,0.293233,0.000047,blood
0.701149,0.234094,10.367014,0.41604,0.139098,0.00132,blood
1,0.76937,19.043809,0.39599,0.669173,0.000112,blood
1,0.817929,17.205131,0.39599,0.484962,0.000103,blood
1,0.785398,25.367423,0.393484,0.631579,0.000084,blood
1,0.775702,10.44988,0.39599,0.056391,0.000047,blood
0.961538,0.390375,7.51265,0.403509,0.090226,0.000197,blood
0.911765,0.58701,16.95715,0.403509,0.334586,0.000506,blood
1,0.641141,16.767826,0.401003,0.462406,0.000094,blood
0.903226,0.470749,21.58723,0.406015,0.556391,0.000337,blood
1,0.610865,15.018356,0.403509,0.289474,0.000066,blood
1,0.698132,19.695522,0.406015,0.379699,0.000169,blood
1,0.534071,20.560486,0.41604,0.81203,0.000159,blood
0.961538,0.687804,21.414208,0.421053,0.43609,0.000346,blood
1,0.523599,17.523744,0.423559,0.680451,0.000225,blood
1,0.879646,17.561554,0.423559,0.353383,0.000066,blood
1,0.417719,21.116081,0.431078,0.319549,0.000112,blood
1,0.58701,18.396272,0.443609,0.398496,0.000506,blood
1,0.530811,21.436899,0.443609,0.609023,0.000431,blood
1,0.591768,19.096912,0.441103,0.360902,0.000159,blood
1,0.487338,21.186851,0.441103,0.699248,0.000131,blood
1,0.698132,10.925172,0.441103,0.203008,0.000075,blood
0.941176,0.652234,20.810895,0.443609,0.793233,0.00014,blood
1,0.649089,19.779424,0.448622,0.537594,0.000234,blood
0.803922,0.299544,28.093575,0.451128,0.646617,0.000581,blood
0.909091,0.545235,14.338158,0.446115,0.225564,0.000197,blood
1,0.775702,12.642785,0.446115,0.383459,0.000047,blood
1,0.872665,16.211416,0.448622,0.458647,0.000094,blood
1,0.753982,14.138207,0.451128,0.759398,0.000056,blood
0.921053,0.261074,17.115977,0.468672,0.176692,0.000281,blood
0.901961,0.429991,19.81704,0.468672,0.432331,0.000833,blood
1,0.775702,19.566298,0.461153,0.368421,0.000187,blood
0.796296,0.275805,17.983058,0.471178,0.729323,0.000599,blood
0.775,0.376991,22.044108,0.473684,0.394737,0.000449,blood
1,0.72698,23.469476,0.466165,0.582707,0.000066,blood
1,0.816814,28.638974,0.471178,0.665414,0.000243,blood
1,0.775702,10.906879,0.466165,0.285714,0.000047,blood
0.425249,0.068102,20.299296,0.521303,0.518797,0.004597,blood
1,0.669215,17.304106,0.478697,0.631579,0.000084,blood
1,0.775702,21.490463,0.47619,0.327068,0.000047,blood
1,0.830834,13.754545,0.478697,0.766917,0.000075,blood
0.947368,0.591768,17.578494,0.483709,0.345865,0.000159,blood
0.862745,0.386509,18.214537,0.498747,0.676692,0.000749,blood
1,0.726057,19.817809,0.493734,0.281955,0.000122,blood
1,0.736311,24.062881,0.491228,0.319549,0.00014,blood
0.84375,0.404971,25.384319,0.496241,0.24812,0.000309,blood
1,0.698132,10.89653,0.493734,0.552632,0.000075,blood
1,0.439823,13.086252,0.503759,0.116541,0.000131,blood
1,0.610865,21.013115,0.498747,0.199248,0.000066,blood
1,0.623126,17.913372,0.501253,0.345865,0.000056,blood
1,0.753982,14.26729,0.503759,0.924812,0.000056,blood
1,0.830834,20.615149,0.506266,0.327068,0.000075,blood
1,0.519272,30.780513,0.503759,0.650376,0.000047,blood
0.640244,0.154183,17.958211,0.553885,0.240602,0.00309,blood
1,0.698132,26.02853,0.511278,0.383459,0.000075,blood
1,0.698132,15.000823,0.513784,0.902256,0.000169,blood
1,0.696198,8.368244,0.518797,0.030075,0.000187,blood
1,0.775702,16.883128,0.513784,0.270677,0.000047,blood
1,0.753982,25.210227,0.516291,0.334586,0.000056,blood
1,0.753982,19.970117,0.516291,0.364662,0.000056,blood
0.595041,0.17681,19.770278,0.546366,0.672932,0.001929,blood
1,0.743572,22.365375,0.521303,0.101504,0.000094,blood
0.5,0.113724,18.538015,0.571429,0.759398,0.006086,blood
0.956522,0.688894,22.0792,0.528822,0.349624,0.000272,blood
1,0.775702,17.962182,0.521303,0.691729,0.000047,blood
1,0.775702,11.306635,0.52381,0.620301,0.000047,blood
1,0.521787,7.361216,0.538847,0.003759,0.000112,blood
1,0.830834,20.112185,0.538847,0.327068,0.000075,blood
1,0.753982,26.49371,0.536341,0.526316,0.000056,blood
1,0.493092,25.699936,0.556391,0.349624,0.000309,blood
0.923077,0.669215,28.1166,0.556391,0.184211,0.000084,blood
0.897959,0.324496,24.089669,0.573935,0.496241,0.000581,blood
1,0.837758,15.560063,0.558897,0.879699,0.00014,blood
1,0.785398,19.028893,0.561404,0.609023,0.000084,blood
1,0.753982,15.453335,0.56391,0.733083,0.000056,blood
1,0.775702,18.680471,0.566416,0.379699,0.000047,blood
1,0.598399,14.647018,0.578947,0.353383,0.000197,blood
0.847826,0.302876,25.404047,0.588972,0.281955,0.000478,blood
1,0.731008,25.580694,0.576441,0.454887,0.000197,blood
0.756098,0.373777,20.09378,0.58396,0.609023,0.000468,blood
1,0.502655,24.015539,0.581454,0.669173,0.00015,blood
1,0.817929,23.635315,0.581454,0.578947,0.000103,blood
1,0.542991,24.037916,0.588972,0.330827,0.000131,blood
1,0.833484,20.793718,0.586466,0.37594,0.000122,blood
1,0.879646,17.585941,0.586466,0.857143,0.000066,blood
1,0.775702,14.455449,0.586466,0.394737,0.000047,blood
1,0.72698,17.384018,0.591479,0.315789,0.000066,blood
1,0.434823,32.649809,0.596491,0.421053,0.000094,blood
1,0.775702,25.966132,0.591479,0.342105,0.000047,blood
1,0.775702,19.879638,0.596491,0.12782,0.000047,blood
1,0.577027,8.956686,0.601504,0.210526,0.000084,blood
1,0.661388,29.537431,0.606516,0.150376,0.000178,blood
1,0.785398,19.245129,0.606516,0.951128,0.00015,blood
1,0.879646,18.568132,0.606516,0.87218,0.000066,blood
1,0.753982,19.178257,0.609023,0.402256,0.000056,blood
1,0.785398,18.407594,0.611529,0.605263,0.000084,blood
0.972973,0.743518,17.324371,0.616541,0.800752,0.000758,blood
1,0.775702,8.049845,0.611529,0.473684,0.000047,blood
1,0.512913,19.921761,0.629073,0.357143,0.000169,blood
1,0.785398,14.854853,0.62406,0.582707,0.000084,blood
1,0.638136,17.770063,0.629073,0.721805,0.000122,blood
0.653846,0.364957,15.910008,0.679198,0.25188,0.009007,blood
1,0.701017,22.755273,0.636591,0.556391,0.000253,blood
0.958333,0.479966,8.54896,0.639098,0.007519,0.000206,blood
1,0.589049,22.401017,0.646617,0.815789,0.000112,blood
1,0.775702,16.191356,0.654135,0.597744,0.000047,blood
1,0.669215,17.47379,0.661654,0.864662,0.000084,blood
1,0.753982,10.060926,0.66416,0.654135,0.000056,blood
1,0.775702,5.642694,0.669173,0.699248,0.000047,blood
1,0.775702,8.138796,0.674185,0.789474,0.000047,blood
1,0.753982,10.657548,0.676692,0.75188,0.000056,blood
1,0.785398,16.497662,0.681704,0.327068,0.000084,blood
1,0.775702,9.090655,0.721805,0.390977,0.000047,blood
1,0.775702,12.53156,0.739348,0.139098,0.000047,blood
1,0.785398,12.489996,0.756892,0,0.000084,blood
1,0.736917,16.082716,0.769424,0.030075,0.000178,blood
0.9,0.439823,19.736142,0.766917,0.139098,0.000131,blood
1,0.775702,17.982213,0.77193,0.097744,0.000047,blood
1,0.698132,6.179604,0.000496,0.483124,0.000003,notBlood
1,0.641141,7.743384,0.002978,0.482462,0.000003,notBlood
0.740741,0.33901,7.321123,0.04268,0.854401,0.000058,notBlood
0.796512,0.340665,10.562538,0.058561,0.82131,0.000263,notBlood
1,0.775702,2.57682,0.045161,0.851754,0.000002,notBlood
1,0.743572,4.041967,0.063524,0.295169,0.000013,notBlood
1,0.719948,6.884859,0.063524,0.575778,0.000011,notBlood
0.909091,0.649089,7.20572,0.066005,0.516876,0.000033,notBlood
0.973684,0.87895,6.84702,0.083375,0.590999,0.000033,notBlood
0.921569,0.676391,9.110599,0.08933,0.360688,0.000046,notBlood
1,0.807668,10.392846,0.0933,0.430841,0.000011,notBlood
0.868132,0.73295,9.253524,0.098759,0.577763,0.000158,notBlood
0.914286,0.728337,7.049771,0.098263,0.500993,0.000023,notBlood
0.95,0.534071,9.878851,0.099256,0.836532,0.000006,notBlood
1,0.930842,2.409472,0.101737,0.833885,0.000002,notBlood
1,0.577027,9.142223,0.105707,0.410324,0.000003,notBlood
1,0.72698,8.36172,0.107692,0.410324,0.000002,notBlood
1,0.487338,8.877856,0.108189,0.827929,0.000005,notBlood
0.851852,0.352418,8.44181,0.11861,0.376572,0.00006,notBlood
0.7625,0.306305,7.0834,0.115633,0.821972,0.000051,notBlood
1,0.879646,4.672979,0.121588,0.819987,0.000002,notBlood
1,0.577027,6.716481,0.128536,0.796161,0.000003,notBlood
0.897436,0.737376,9.146729,0.135484,0.818001,0.000117,notBlood
0.886364,0.512781,6.304255,0.131017,0.798147,0.000026,notBlood
0.861111,0.589049,9.7443,0.140447,0.358703,0.00008,notBlood
0.916667,0.659347,7.121581,0.146898,0.578425,0.000022,notBlood
1,0.626578,8.744134,0.146402,0.477829,0.000006,notBlood
0.918919,0.431424,7.700482,0.150868,0.475844,0.000015,notBlood
1,0.623126,9.5989,0.148883,0.567836,0.000002,notBlood
1,0.856798,9.263216,0.150868,0.389808,0.000011,notBlood
1,0.785398,8.290332,0.163772,0.473197,0.000008,notBlood
1,0.680823,7.916107,0.169231,0.53276,0.000019,notBlood
1,0.598399,5.317579,0.170223,0.399073,0.000007,notBlood
1,0.594858,1.653595,0.172705,0.399735,0.000003,notBlood
0.941176,0.77181,7.331767,0.190571,0.331568,0.000023,notBlood
1,0.726057,5.555529,0.194045,0.456651,0.000004,notBlood
0.947368,0.382909,4.260136,0.196526,0.688286,0.000004,notBlood
0.910714,0.74132,8.403808,0.199504,0.716082,0.000061,notBlood
0.923077,0.751834,8.477448,0.207444,0.702846,0.000119,notBlood
0.962963,0.758464,6.722664,0.263524,0.716744,0.000014,notBlood
0.964809,0.205655,8.638529,0.295782,0.40503,0.000624,notBlood
0.984375,0.653476,9.686137,0.287345,0.476506,0.00007,notBlood
0.960784,0.647402,7.353303,0.295285,0.323627,0.000044,notBlood
0.987654,0.603324,7.872142,0.31067,0.505625,0.000103,notBlood
1,0.719948,5.486941,0.31067,0.739907,0.000011,notBlood
0.954545,0.752944,6.39281,0.313648,0.526142,0.00001,notBlood
0.958333,0.55087,7.348843,0.31861,0.567174,0.000033,notBlood
1,0.753982,7.916228,0.325558,0.570483,0.000002,notBlood
1,0.705255,7.982419,0.328536,0.560556,0.000004,notBlood
