@relation MyRelation

@attribute convexity numeric
@attribute circularity numeric
@attribute stdDevR numeric
@attribute relativeX numeric
@attribute relativeY numeric
@attribute relativeArea numeric
@attribute bloodStatus {blood,notBlood}

@data
1,0.519272,11.135529,0.616467,0.451344,0.000002,blood
1,0.610865,1.665986,0.619072,0.326228,0.000003,blood
1,0.775702,5.035871,0.61803,0.428174,0.000002,blood
1,0.775702,9.350936,0.620636,0.44949,0.000002,blood
0.894737,0.556958,8.506431,0.622199,0.240037,0.000008,blood
0.714286,0.243792,19.510834,0.626889,0.242817,0.000037,blood
1,0.753982,4.597705,0.62272,0.433735,0.000003,blood
1,0.785398,1.133115,0.624283,0.330862,0.000004,blood
1,0.775702,1.83303,0.623762,0.430028,0.000002,blood
0.967742,0.745352,5.350733,0.628973,0.308619,0.000027,blood
0.763889,0.33937,13.106479,0.634184,0.265987,0.000068,blood
1,0.654498,12.269022,0.631058,0.263207,0.000014,blood
1,0.785398,0.496904,0.631058,0.334569,0.000004,blood
1,0.76937,22.558566,0.6321,0.219648,0.000006,blood
1,0.522148,19.405154,0.633142,0.606117,0.000007,blood
1,0.879646,8.417668,0.634184,0.419833,0.000003,blood
0.916667,0.479966,7.568967,0.636269,0.251158,0.000011,blood
1,0.652234,4.388875,0.635748,0.282669,0.000007,blood
0.954545,0.467344,8.130115,0.63679,0.341983,0.000009,blood
1,0.726057,7.948056,0.638874,0.299351,0.000006,blood
1,0.753982,4.193249,0.639396,0.434662,0.000003,blood
1,0.628319,3.521363,0.639917,0.320667,0.000002,blood
1,0.594858,13.369158,0.640959,0.428174,0.000004,blood
0.620915,0.173929,7.058757,0.646691,0.299351,0.000156,blood
1,0.698132,3.937004,0.64148,0.18165,0.000004,blood
1,0.753982,5.537749,0.642001,0.201112,0.000003,blood
1,0.76937,7.768794,0.644607,0.198332,0.000006,blood
1,0.961712,3.991101,0.645128,0.206673,0.000007,blood
1,0.614356,8.67408,0.647733,0.208526,0.000005,blood
0.774648,0.33404,7.500442,0.651381,0.183503,0.000065,blood
1,0.72698,10.319389,0.649297,0.402224,0.000003,blood
0.846154,0.520501,7.49966,0.652423,0.407785,0.000003,blood
0.50237,0.124758,12.834931,0.659719,0.227989,0.000213,blood
1,0.487338,1.673625,0.653465,0.322521,0.000007,blood
0.933333,0.502655,7.051836,0.656071,0.400371,0.000004,blood
1,0.478305,3.867645,0.658155,0.271548,0.000005,blood
1,0.892287,7.146775,0.657634,0.405005,0.000006,blood
1,0.72698,4.836089,0.657634,0.2076,0.000003,blood
1,0.698132,3.708099,0.658155,0.227989,0.000004,blood
1,0.72698,5.872801,0.657113,0.762743,0.000003,blood
1,0.669215,10.219806,0.658676,0.542169,0.000004,blood
0.807692,0.371786,2.675818,0.659719,0.263207,0.00001,blood
1,0.446804,14.437365,0.660761,0.497683,0.000004,blood
1,0.623126,2.793842,0.660761,0.194625,0.000003,blood
0.9,0.439823,8.648758,0.661803,0.204819,0.000007,blood
1,0.669215,5.374838,0.663366,0.200185,0.000004,blood
0.893939,0.499078,9.614032,0.668056,0.256719,0.000083,blood
0.944444,0.387851,14.886235,0.667014,0.338276,0.000005,blood
1,0.623126,14.407753,0.668056,0.521779,0.000003,blood
1,0.785398,7.946969,0.670141,0.518072,0.000017,blood
1,0.628319,6.852737,0.669098,0.591288,0.000002,blood
1,0.785398,4.255511,0.670141,0.217794,0.000008,blood
1,0.753982,13.022417,0.670662,0.593142,0.000003,blood
1,0.785398,5.120764,0.671704,0.331789,0.000004,blood
1,0.72698,2.664965,0.671704,0.223355,0.000003,blood
1,0.446143,1.490712,0.672746,0.229842,0.000003,blood
0.75,0.415388,16.136388,0.677436,0.267841,0.000057,blood
1,0.519272,10.170546,0.67431,0.335496,0.000002,blood
1,0.478305,29.232044,0.676394,0.046339,0.000005,blood
1,0.753982,2.494438,0.676915,0.334569,0.000003,blood
1,0.594858,9.102713,0.677957,0.324374,0.000004,blood
0.833333,0.471951,17.474766,0.687858,0.439296,0.000128,blood
1,0.830834,9.404121,0.684732,0.211307,0.000004,blood
0.933333,0.404916,5.456127,0.687337,0.315107,0.000014,blood
0.916667,0.458149,7.91021,0.686295,0.195551,0.00001,blood
1,0.687223,6.841127,0.687858,0.795181,0.000007,blood
0.744186,0.299037,11.959189,0.690464,0.666358,0.000021,blood
1,0.623126,7.057305,0.689943,0.453197,0.000003,blood
0.194419,0.013665,23.370625,0.751433,0.422614,0.009859,blood
1,0.571199,28.601313,0.69359,0.327155,0.000011,blood
0.933333,0.558505,12.229473,0.69359,0.417053,0.000005,blood
1,0.72698,13.252647,0.694633,0.360519,0.000003,blood
1,0.775702,6.523803,0.697238,0.367006,0.000002,blood
1,0.669215,5.754226,0.696717,0.393883,0.000004,blood
1,0.623126,1.86339,0.697759,0.296571,0.000003,blood
1,0.519272,4.270831,0.69828,0.338276,0.000002,blood
1,0.698132,6.091746,0.698801,0.363299,0.000004,blood
1,0.698132,4.871794,0.704534,0.358665,0.000004,blood
1,0.523599,7.930252,0.705055,0.55051,0.000003,blood
0.837838,0.468141,4.169515,0.708702,0.493049,0.000025,blood
1,0.523599,5.527708,0.709224,0.578313,0.000003,blood
0.8,0.479093,12.934541,0.713913,0.585728,0.000029,blood
0.878378,0.383233,8.168859,0.718082,0.817424,0.000081,blood
0.962963,0.465421,9.600669,0.719125,0.455051,0.000013,blood
0.848485,0.346181,8.301539,0.718082,0.481928,0.000014,blood
0.916667,0.698132,5.049752,0.717561,0.466172,0.000004,blood
1,0.594858,10.271319,0.717561,0.804449,0.000004,blood
0.888889,0.426636,11.056579,0.718082,0.831325,0.000005,blood
0.866667,0.376991,4.068683,0.719125,0.303985,0.000013,blood
0.923077,0.446143,5.141216,0.720167,0.464319,0.000026,blood
1,0.623126,5.647025,0.718603,0.46988,0.000003,blood
1,0.490874,6.690291,0.719125,0.596849,0.000005,blood
1,0.753982,11.567435,0.719125,0.795181,0.000003,blood
1,0.698132,5.170529,0.720167,0.60241,0.000004,blood
0.73,0.236248,16.678032,0.723814,0.427247,0.000091,blood
1,0.539961,6.692786,0.730068,0.42354,0.000005,blood
1,0.72698,5.897076,0.730589,0.436515,0.000003,blood
0.704082,0.210661,14.953658,0.737363,0.583874,0.000078,blood
1,1,6.253749,0.733194,0.430955,0.000004,blood
0.941176,0.478305,10.595493,0.733715,0.55607,0.000005,blood
1,0.775702,12.607934,0.737363,0.55329,0.000002,blood
1,0.519272,2.785678,0.737363,0.910102,0.000002,blood
0.909091,0.519272,4.214262,0.737363,0.526413,0.000002,blood
1,0.623126,2.211083,0.738405,0.907322,0.000003,blood
1,0.76937,8.321241,0.739448,0.55051,0.000006,blood
0.952381,0.626894,8.836555,0.74049,0.531974,0.000011,blood
1,0.661388,8.187891,0.741532,0.474513,0.000009,blood
1,0.775702,4.049691,0.741532,0.546803,0.000002,blood
1,0.830834,4.683748,0.743616,0.497683,0.000004,blood
1,0.436332,5.748043,0.744659,0.507878,0.000002,blood
1,0.520501,2.030381,0.747264,0.494903,0.000003,blood
1,0.72698,4.223356,0.747785,0.557924,0.000003,blood
1,0.670206,6.246666,0.74987,0.456905,0.000006,blood
1,0.698132,8.584142,0.749349,0.546803,0.000004,blood
1,0.659347,7.45552,0.755602,0.289157,0.000008,blood
0.944444,0.659347,7.234577,0.758729,0.284523,0.000008,blood
1,0.775702,2.154066,0.757165,0.455051,0.000002,blood
0.857143,0.379936,13.90883,0.762897,0.36608,0.000058,blood
1,0.623126,2.362908,0.75925,0.457831,0.000003,blood
1,0.830834,2.692582,0.760813,0.480074,0.000004,blood
0.846154,0.446143,1.86339,0.76394,0.327155,0.000003,blood
0.83871,0.366138,6.812354,0.764982,0.390176,0.000014,blood
0.575221,0.211588,13.427355,0.770193,0.377201,0.000104,blood
1,0.775702,2.925748,0.764982,0.429101,0.000002,blood
1,0.753982,5.686241,0.766545,0.278035,0.000003,blood
1,0.655389,11.884288,0.767066,0.283596,0.000011,blood
0.777778,0.379232,1.800482,0.770714,0.321594,0.000011,blood
1,0.753982,3.624761,0.769151,0.592215,0.000003,blood
0.756098,0.319579,17.741595,0.775404,0.336423,0.000082,blood
1,0.705255,8.560914,0.773841,0.410565,0.000005,blood
0.95,0.534071,5.324098,0.776446,0.34569,0.000008,blood
1,0.610865,2.602981,0.775925,0.388323,0.000003,blood
0.88,0.562973,6.107456,0.777488,0.353105,0.000014,blood
1,0.571199,4.546591,0.77853,0.226135,0.000011,blood
1,0.558505,3.950949,0.779052,0.580167,0.000005,blood
0.967742,0.523054,8.163792,0.781136,0.349398,0.000019,blood
0.925926,0.568848,9.676968,0.781136,0.569045,0.000016,blood
0.947368,0.417719,3.200477,0.78322,0.279889,0.000006,blood
1,0.72698,3.356383,0.784784,0.286376,0.000003,blood
1,0.879646,3.719776,0.785305,0.305839,0.000003,blood
0.635417,0.178624,10.672253,0.791558,0.275255,0.000063,blood
0.928571,0.641141,6.905795,0.788431,0.309546,0.000005,blood
1,0.753982,6.282692,0.788431,0.444856,0.000003,blood
1,0.504206,6.395265,0.790516,0.558851,0.000006,blood
1,0.641384,7.466983,0.7926,0.526413,0.000013,blood
0.92,0.502655,3.768076,0.792079,0.508804,0.000012,blood
1,0.830834,4.520785,0.792079,0.556997,0.000004,blood
0.853659,0.373777,5.143112,0.795727,0.322521,0.000024,blood
0.90625,0.515418,19.381186,0.795206,0.385542,0.00002,blood
0.490909,0.129818,33.254375,0.805107,0.509731,0.000241,blood
1,0.753982,5.734884,0.795206,0.373494,0.000003,blood
1,0.753982,13.548268,0.796248,0.42076,0.000003,blood
1,0.753982,4.609772,0.796248,0.242817,0.000003,blood
1,0.76937,6.435039,0.79729,0.251158,0.000006,blood
0.944444,0.465421,6.849067,0.796769,0.306766,0.000006,blood
1,0.610865,5.488392,0.79729,0.370714,0.000003,blood
0.909091,0.623126,6.938219,0.796769,0.426321,0.000003,blood
0.824561,0.359702,18.936354,0.800938,0.42354,0.000045,blood
1,0.72698,9.69536,0.79729,0.422614,0.000003,blood
1,0.623126,6.599663,0.796769,0.557924,0.000003,blood
0.888889,0.413708,7.774156,0.799375,0.244671,0.000012,blood
0.663158,0.219999,11.594268,0.803544,0.258573,0.000076,blood
1,0.830834,15.596474,0.799375,0.419833,0.000004,blood
1,0.546364,9.319979,0.803544,0.526413,0.000011,blood
1,0.775702,1.469694,0.802501,0.250232,0.000002,blood
1,0.628319,4.354308,0.804586,0.491196,0.000002,blood
1,0.775702,4.690416,0.805107,0.444856,0.000002,blood
1,0.520501,9.847822,0.806149,0.384615,0.000003,blood
1,0.76937,16.6333,0.806149,0.448563,0.000006,blood
1,0.830834,2.727178,0.806149,0.494903,0.000004,blood
1,0.72698,7.863634,0.807712,0.42354,0.000003,blood
1,0.726057,3.793486,0.808755,0.497683,0.000006,blood
1,0.521787,8.37987,0.809276,0.529194,0.000006,blood
0.95122,0.343875,11.879216,0.813966,0.447637,0.000022,blood
0.909091,0.519272,2.939388,0.810839,0.237257,0.000002,blood
1,0.614356,2.425757,0.813966,0.503244,0.000005,blood
1,0.753982,8.15305,0.812923,0.528267,0.000003,blood
0.585526,0.259442,20.640753,0.824388,0.196478,0.00023,blood
1,0.934689,8.612366,0.820219,0.537535,0.000004,blood
1,0.879646,8.845615,0.826993,0.444856,0.000003,blood
0.888889,0.426636,3.652238,0.828035,0.548656,0.000005,blood
0.923077,0.600806,11.835574,0.834289,0.493976,0.000097,blood
1,0.623126,3.86221,0.83481,0.167748,0.000003,blood
1,0.589049,2.65623,0.836373,0.175162,0.000006,blood
1,0.785398,1.223149,0.837415,0.18165,0.000008,blood
1,0.72698,3.016959,0.837936,0.162187,0.000003,blood
1,0.743572,7.964923,0.837936,0.197405,0.000005,blood
1,0.753982,3.149074,0.838458,0.369787,0.000003,blood
0.771429,0.287231,2.641892,0.8395,0.169601,0.000014,blood
1,0.872665,0.781025,0.840021,0.177943,0.000005,blood
1,0.502655,11.721875,0.843669,0.499537,0.000008,blood
0.916667,0.610865,4.852939,0.843147,0.151066,0.000003,blood
0.804878,0.35135,5.454781,0.844711,0.176089,0.000023,blood
1,0.775702,4.118252,0.844711,0.147359,0.000002,blood
0.956522,0.641384,8.722674,0.846795,0.168675,0.000013,blood
1,0.739198,16.63115,0.847837,0.49861,0.000008,blood
1,0.520501,7.745967,0.848359,0.580167,0.000003,blood
0.657534,0.306554,11.404826,0.85357,0.146432,0.000063,blood
1,0.610865,7.556589,0.855133,0.405005,0.000003,blood
0.753247,0.28401,12.785847,0.861907,0.600556,0.000065,blood
1,0.830834,10.341059,0.881188,0.44671,0.000004,blood
1,0.669215,3.644715,0.88223,0.632994,0.000004,blood
0.947368,0.556958,4.060095,0.882751,0.254866,0.000008,blood
1,0.628319,5.276362,0.885357,0.254866,0.000002,blood
1,0.577027,5.58658,0.919229,0.689527,0.000004,blood
0.761905,0.370437,4.139577,0.921313,0.695088,0.000006,blood
1,0.589049,18.300729,0.921834,0.142725,0.000006,blood
1,0.853272,7.912356,0.947368,0.056534,0.000011,blood
0.964286,0.512913,10.243472,0.97186,0.662651,0.000015,blood
0.88,0.301593,4.64758,0.976029,0.670065,0.000007,blood
0.722222,0.155513,57.405508,0.219355,0.717406,0.000822,notBlood
0.928571,0.577027,1.133115,0.189578,0.703508,0.000003,notBlood
1,0.387851,2.19089,0.191563,0.70086,0.000003,notBlood
0.9375,0.539961,2.391445,0.193052,0.704831,0.000004,notBlood
1,0.478305,1.366663,0.194045,0.749835,0.000004,notBlood
0.979592,0.128228,5.194639,0.210918,0.731304,0.000032,notBlood
0.846154,0.594858,1.57619,0.201985,0.704169,0.000003,notBlood
1,0.436332,0.748331,0.233747,0.731966,0.000002,notBlood
1,0.465421,2.691293,0.235732,0.768365,0.000004,notBlood
1,0.19635,2.893856,0.240199,0.732627,0.000008,notBlood
1,0.436332,1.16619,0.247146,0.733289,0.000002,notBlood
0.933333,0.460767,15.486954,0.249132,0.767042,0.000011,notBlood
0.866667,0.614356,10.021336,0.252109,0.761085,0.000014,notBlood
1,0.436332,2.059126,0.272953,0.712111,0.000002,notBlood
1,0.594858,2.989565,0.313151,0.714758,0.000003,notBlood
1,0.523599,3.248931,0.374194,0.705493,0.000002,notBlood
1,0.341805,2.221319,0.373697,0.778954,0.000006,notBlood
0.389071,0.047717,48.729489,0.716625,0.714758,0.033413,notBlood
1,0.39134,3.022549,0.375682,0.772336,0.000003,notBlood
0.893939,0.233672,41.082406,0.380149,0.742555,0.000027,notBlood
0.928571,0.256457,2.287876,0.377171,0.765056,0.000005,notBlood
1,0.446143,1.707825,0.433251,0.740569,0.000002,notBlood
0.185252,0.015635,30.510414,0.719107,0.324289,0.073269,notBlood
0.891534,0.077043,3.11207,0.505707,0.721377,0.000287,notBlood
1,0.502655,6.269657,0.478412,0.465255,0.000005,notBlood
0.972222,0.387851,8.055705,0.479901,0.473197,0.000013,notBlood
1,0.753982,2.560382,0.479901,0.352085,0.000002,notBlood
0.844156,0.239501,11.95607,0.487841,0.463931,0.000037,notBlood
1,0.775702,1.32665,0.484367,0.311052,0.000002,notBlood
0.833333,0.327249,8.605941,0.487841,0.475844,0.000005,notBlood
1,0.879646,1.551826,0.519107,0.22634,0.000002,notBlood
1,0.775702,0.489898,0.525062,0.19722,0.000002,notBlood
1,0.775702,1.16619,0.538958,0.206486,0.000002,notBlood
1,0.775702,1.854724,0.538958,0.21178,0.000002,notBlood
1,0.753982,0.57735,0.53995,0.203839,0.000002,notBlood
1,0.72698,0.903508,0.540943,0.201191,0.000002,notBlood
1,0.502655,2.925507,0.546898,0.238253,0.000005,notBlood
1,0.775702,2.244994,0.546898,0.232958,0.000002,notBlood
1,0.753982,0.763763,0.549876,0.218398,0.000002,notBlood
1,0.72698,1.124858,0.550372,0.231635,0.000002,notBlood
0.6,0.197028,1.394346,0.553846,0.227002,0.000042,notBlood
1,0.558505,0.943398,0.551861,0.218398,0.000003,notBlood
1,0.446804,3.119996,0.556824,0.658504,0.000003,notBlood
0.640449,0.237969,1.477596,0.561787,0.230973,0.000049,notBlood
1,0.670206,0.862007,0.559305,0.275976,0.000004,notBlood
0.9375,0.638136,0.392232,0.559305,0.21906,0.000004,notBlood
1,0.556958,2.714976,0.559801,0.245533,0.000005,notBlood
1,0.623126,1.247219,0.560794,0.249504,0.000002,notBlood
1,0.753982,1.105542,0.561787,0.203839,0.000002,notBlood
1,0.623126,4.068852,0.561787,0.655857,0.000002,notBlood
1,0.930842,0.942809,0.562779,0.307081,0.000002,notBlood
0.833333,0.41694,0.722803,0.565757,0.215751,0.000014,notBlood
1,0.800627,1.246545,0.563772,0.244209,0.000008,notBlood
1,0.669215,0.31427,0.563772,0.277962,0.000003,notBlood
0.777778,0.348587,1.342606,0.567246,0.227664,0.00006,notBlood
1,0.594858,0.330719,0.566253,0.207809,0.000003,notBlood
1,0.879646,0.451754,0.566253,0.210457,0.000002,notBlood
0.828571,0.430847,1.336094,0.567246,0.2409,0.000014,notBlood
1,0.698132,0.707107,0.568238,0.21178,0.000003,notBlood
1,1,6.964194,0.568734,0.661813,0.000003,notBlood
0.857143,0.448799,2.849991,0.580149,0.649901,0.000002,notBlood
0.846154,0.408965,1.60062,0.580645,0.316347,0.000007,notBlood
1,0.465421,1.142609,0.58263,0.501655,0.000004,notBlood
1,0.981748,0.8,0.581638,0.311714,0.000002,notBlood
1,0.483322,1.249852,0.584119,0.497684,0.000009,notBlood
0.777778,0.335103,1.245018,0.587593,0.500993,0.000018,notBlood
1,0.775702,0.632456,0.5866,0.326274,0.000002,notBlood
1,0.512913,0.471405,0.588089,0.2773,0.000006,notBlood
1,0.623126,0.471405,0.588089,0.28458,0.000002,notBlood
0.933333,0.670206,0.493007,0.591067,0.256784,0.000004,notBlood
0.947368,0.556958,0.433013,0.591563,0.292522,0.000005,notBlood
1,0.775702,0.4,0.590571,0.294507,0.000002,notBlood
1,0.652234,0.489898,0.596526,0.304434,0.000005,notBlood
1,0.775702,4.630335,0.597519,0.651886,0.000002,notBlood
1,0.753982,0.471405,0.600496,0.257445,0.000002,notBlood
1,0.523599,0.372678,0.601489,0.287227,0.000002,notBlood
0.923077,0.594858,0.484123,0.603474,0.303772,0.000003,notBlood
1,0.72698,0.451754,0.60397,0.334878,0.000002,notBlood
1,0.659347,0.644379,0.60397,0.342158,0.000006,notBlood
1,0.705255,0.385695,0.605955,0.263402,0.000004,notBlood
1,0.833484,1.206491,0.605955,0.303111,0.000004,notBlood
1,0.427554,1.59631,0.608933,0.333554,0.000008,notBlood
1,0.775702,0.489898,0.606948,0.29186,0.000002,notBlood
1,0.775702,0.4,0.609429,0.301787,0.000002,notBlood
1,0.830834,1,0.610918,0.299801,0.000003,notBlood
1,0.72698,0.349927,0.611911,0.301787,0.000002,notBlood
1,0.698132,1.053269,0.612407,0.326936,0.000003,notBlood
1,0.775702,0.489898,0.612407,0.334216,0.000002,notBlood
1,0.523599,0.745356,0.612903,0.382528,0.000002,notBlood
1,0.608752,1.277753,0.613896,0.356056,0.000005,notBlood
1,0.523599,0.763763,0.614392,0.231635,0.000002,notBlood
0.853659,0.523287,1.735347,0.616873,0.329583,0.000023,notBlood
1,0.830834,36.735329,0.615385,0.514229,0.000003,notBlood
1,0.775702,0,0.615881,0.299801,0.000002,notBlood
1,0.669215,0.955814,0.618362,0.33951,0.000003,notBlood
1,0.623126,0.745356,0.619355,0.300463,0.000002,notBlood
1,0.817929,0.890724,0.619851,0.678359,0.000004,notBlood
1,0.775702,0.489898,0.619851,0.263402,0.000002,notBlood
1,0.775702,0.8,0.620347,0.341496,0.000002,notBlood
1,0.520501,1.484615,0.620347,0.36135,0.000002,notBlood
0.8,0.369297,1.118034,0.622829,0.34679,0.000012,notBlood
0.954545,0.571199,0.343174,0.623325,0.353408,0.000007,notBlood
1,0.623126,0.687184,0.621836,0.355394,0.000002,notBlood
1,0.775702,0.979796,0.622333,0.671079,0.000002,notBlood
1,0.623126,1.258306,0.622829,0.67505,0.000002,notBlood
1,0.775702,0.489898,0.624318,0.676373,0.000002,notBlood
1,0.384685,1.067187,0.62531,0.706817,0.000002,notBlood
0.923077,0.594858,1.224745,0.62531,0.334216,0.000003,notBlood
1,0.623126,0.5,0.625806,0.322965,0.000002,notBlood
1,0.72698,0.728431,0.627295,0.328921,0.000002,notBlood
1,0.753982,0,0.627295,0.332892,0.000002,notBlood
1,0.436332,0,0.628288,0.355394,0.000002,notBlood
0.639175,0.208349,1.021687,0.632258,0.356056,0.000051,notBlood
1,0.628319,0.4,0.630273,0.369292,0.000002,notBlood
1,0.698132,0,0.631762,0.336201,0.000003,notBlood
0.954545,0.519272,1.5,0.633251,0.672402,0.000007,notBlood
1,0.539961,0.979121,0.632258,0.679021,0.000004,notBlood
1,0.830834,1.316957,0.632754,0.684315,0.000003,notBlood
1,0.698132,0.484123,0.633747,0.323627,0.000003,notBlood
1,0.775702,0.489898,0.633251,0.326274,0.000002,notBlood
0.944444,0.542991,1.59079,0.633747,0.686962,0.000005,notBlood
0.935484,0.313832,0.640095,0.634243,0.338187,0.000008,notBlood
1,0.614356,0.655555,0.636228,0.349437,0.000004,notBlood
0.716667,0.303687,1.262695,0.63871,0.356717,0.000029,notBlood
1,0.614356,0.771389,0.638213,0.370615,0.000004,notBlood
1,0.659347,1.304769,0.638213,0.41231,0.000006,notBlood
1,0.743572,0.4,0.639206,0.414957,0.000003,notBlood
0.962963,0.379232,1.358323,0.643176,0.334878,0.000007,notBlood
1,0.753982,1.414214,0.641687,0.363336,0.000002,notBlood
1,0.610865,0,0.643672,0.336863,0.000002,notBlood
1,0.641141,0.4,0.643672,0.371939,0.000003,notBlood
1,0.628319,0.489898,0.644665,0.317009,0.000002,notBlood
1,0.623126,0.471405,0.644665,0.327598,0.000002,notBlood
1,0.337526,4.989931,0.647643,0.632694,0.000004,notBlood
1,0.519272,0,0.64665,0.410986,0.000002,notBlood
1,0.785398,0.471405,0.646154,0.463931,0.000003,notBlood
1,0.628319,0.8,0.64665,0.381205,0.000002,notBlood
0.701493,0.282736,1.634353,0.65062,0.44143,0.000033,notBlood
0.90678,0.214794,15.296892,0.657568,0.946393,0.000078,notBlood
1,0.698132,0.707107,0.649132,0.434811,0.000003,notBlood
0.909091,0.623126,1.374369,0.65062,0.35407,0.000002,notBlood
1,0.512913,1.089725,0.651117,0.435473,0.000003,notBlood
0.979167,0.109083,5.001484,0.662531,0.630046,0.000026,notBlood
1,0.775702,0.489898,0.652605,0.358703,0.000002,notBlood
1,0.387851,4.445222,0.654591,0.629385,0.000003,notBlood
1,0.641141,0.458258,0.654591,0.36135,0.000003,notBlood
0.956522,0.617629,1.505906,0.654591,0.431502,0.000009,notBlood
0.885246,0.388372,3.194916,0.659057,0.939775,0.000038,notBlood
0.956522,0.593874,1.09252,0.657568,0.443415,0.000008,notBlood
1,0.670206,1.037492,0.657568,0.428193,0.000004,notBlood
1,0.775702,0.4,0.657072,0.43415,0.000002,notBlood
1,0.387851,2.95973,0.661042,0.626075,0.000003,notBlood
1,0.753982,6.368324,0.66005,0.639974,0.000002,notBlood
0.933333,0.614356,9.224473,0.660546,0.853077,0.000004,notBlood
0.857143,0.560999,1.397958,0.662531,0.448709,0.000011,notBlood
1,0.72698,26.440538,0.660546,0.523494,0.000002,notBlood
1,0.775702,0.748331,0.661538,0.37591,0.000002,notBlood
1,0.638136,1.300887,0.662035,0.443415,0.000004,notBlood
0.941176,0.39134,1.054093,0.662531,0.423561,0.000003,notBlood
1,0.512913,23.204256,0.665012,0.524818,0.000003,notBlood
1,0.641141,0.67082,0.665012,0.434811,0.000003,notBlood
1,0.775702,0.489898,0.664516,0.451357,0.000002,notBlood
0.923077,0.632036,3.084311,0.666501,0.929186,0.000011,notBlood
0.657143,0.294925,1.017428,0.671464,0.383852,0.000038,notBlood
1,0.833484,1.065877,0.667494,0.466578,0.000004,notBlood
1,0.623126,0.471405,0.669479,0.458637,0.000002,notBlood
1,0.652234,2.205045,0.670968,0.922568,0.000005,notBlood
1,0.519272,0,0.672457,0.457975,0.000002,notBlood
0.875,0.589049,33.584367,0.673945,0.526803,0.000004,notBlood
0.878049,0.426105,2.781463,0.675434,0.916612,0.000019,notBlood
0.866667,0.558505,0.8,0.673449,0.446724,0.000003,notBlood
0.860465,0.244667,0.953794,0.676923,0.378557,0.000012,notBlood
0.931034,0.160628,5.195059,0.680397,0.621443,0.000014,notBlood
1,0.753982,0.745356,0.674938,0.363336,0.000002,notBlood
1,0.753982,5.744563,0.675434,0.925877,0.000002,notBlood
0.833333,0.349066,0.927025,0.676923,0.387823,0.000005,notBlood
1,0.610865,0.451754,0.675434,0.458637,0.000002,notBlood
1,0.966644,0.461538,0.676923,0.383852,0.000004,notBlood
1,0.698132,1.5,0.677916,0.460622,0.000003,notBlood
1,0.628319,0.4,0.678412,0.469226,0.000002,notBlood
1,0.669215,3.381139,0.678412,0.921244,0.000003,notBlood
0.772727,0.337526,1.43124,0.680893,0.467902,0.000017,notBlood
1,0.830834,0.707107,0.679404,0.369292,0.000003,notBlood
0.958333,0.567232,0.92067,0.68139,0.460622,0.000009,notBlood
1,0.414516,0.493728,0.681886,0.363997,0.000006,notBlood
0.875,0.441786,0.496904,0.680893,0.375248,0.000003,notBlood
0.857143,0.406056,1.546051,0.682878,0.371277,0.000019,notBlood
0.813953,0.234473,4.245047,0.686352,0.897419,0.000045,notBlood
1,0.775702,0.489898,0.681886,0.388484,0.000002,notBlood
1,0.669215,0.31427,0.682878,0.389808,0.000003,notBlood
1,0.775702,4.261455,0.681886,0.91595,0.000002,notBlood
0.888889,0.426636,4.980955,0.684864,0.794176,0.000004,notBlood
1,0.628319,0,0.684864,0.848445,0.000002,notBlood
1,0.652234,0.832666,0.686849,0.356717,0.000005,notBlood
1,0.623126,0.372678,0.687345,0.360026,0.000002,notBlood
1,0.72698,0.699854,0.686849,0.363336,0.000002,notBlood
1,0.698132,0.433013,0.687841,0.365983,0.000003,notBlood
1,0.387851,20.464848,0.688834,0.529451,0.000003,notBlood
0.862069,0.522976,1.661079,0.689826,0.377895,0.000011,notBlood
1,0.72698,0.494872,0.68933,0.468564,0.000002,notBlood
1,0.523599,6.073622,0.689826,0.545334,0.000002,notBlood
1,0.775702,0,0.68933,0.466578,0.000002,notBlood
1,0.726057,1.896743,0.690819,0.386499,0.000004,notBlood
1,0.775702,1.469694,0.690819,0.370615,0.000002,notBlood
0.744681,0.301502,0.94979,0.694293,0.395103,0.000017,notBlood
0.965517,0.433323,1.763684,0.692804,0.342819,0.00001,notBlood
1,0.785398,2.148787,0.691811,0.373925,0.000003,notBlood
1,0.981748,0.489898,0.692308,0.843812,0.000002,notBlood
1,0.775702,0.489898,0.692804,0.336201,0.000002,notBlood
1,0.663504,1.155496,0.694293,0.400397,0.000011,notBlood
0.944444,0.523599,8.937368,0.696278,0.892786,0.000018,notBlood
1,0.698132,3.038811,0.693797,0.39047,0.000003,notBlood
1,0.593874,0.748331,0.696774,0.33223,0.000008,notBlood
1,0.628319,3.2,0.695285,0.534745,0.000002,notBlood
1,0.698132,0.484123,0.694789,0.84315,0.000003,notBlood
1,0.623126,0.745356,0.695285,0.391794,0.000002,notBlood
1,0.775702,0,0.696774,0.870285,0.000002,notBlood
1,0.817929,1.876342,0.698759,0.393117,0.000004,notBlood
0.913043,0.498854,0.485621,0.699752,0.397088,0.000007,notBlood
1,0.753982,0.5,0.699256,0.866314,0.000002,notBlood
1,0.628319,27.2,0.699752,0.532098,0.000002,notBlood
1,0.610865,3.811904,0.701737,0.614825,0.000002,notBlood
1,0.384685,14.008926,0.70273,0.53276,0.000002,notBlood
1,0.775702,20.701691,0.703722,0.732627,0.000002,notBlood
1,0.830834,3.159806,0.705211,0.332892,0.000003,notBlood
1,0.520501,1.456863,0.706203,0.392455,0.000002,notBlood
